,month,Chainedaverage,level
157,201514,99.3829636079,food_and_non_alcoholic_beverages
158,201515,99.2250688254,food_and_non_alcoholic_beverages
159,201516,99.270456038,food_and_non_alcoholic_beverages
160,201517,99.5442636149,food_and_non_alcoholic_beverages
161,201518,99.3924394696,food_and_non_alcoholic_beverages
162,201519,99.3735269623,food_and_non_alcoholic_beverages
163,201520,99.2497111932,food_and_non_alcoholic_beverages
164,201521,99.1949056104,food_and_non_alcoholic_beverages
165,201522,99.3959628752,food_and_non_alcoholic_beverages
166,201523,99.3088965261,food_and_non_alcoholic_beverages
167,201524,99.0710517066,food_and_non_alcoholic_beverages
168,201525,99.2123110909,food_and_non_alcoholic_beverages
169,201526,99.0214383256,food_and_non_alcoholic_beverages
170,201527,99.277587197,food_and_non_alcoholic_beverages
171,201528,98.8360393748,food_and_non_alcoholic_beverages
172,201529,98.6161587203,food_and_non_alcoholic_beverages
173,201530,98.4805323192,food_and_non_alcoholic_beverages
174,201531,98.48379274,food_and_non_alcoholic_beverages
175,201532,98.7662187638,food_and_non_alcoholic_beverages
176,201533,98.3272315877,food_and_non_alcoholic_beverages
177,201534,98.1998550897,food_and_non_alcoholic_beverages
178,201535,98.0421665204,food_and_non_alcoholic_beverages
179,201536,97.7105975917,food_and_non_alcoholic_beverages
180,201537,97.2186074569,food_and_non_alcoholic_beverages
181,201538,96.6832122757,food_and_non_alcoholic_beverages
182,201539,96.779427526,food_and_non_alcoholic_beverages
183,201540,96.8715993544,food_and_non_alcoholic_beverages
184,201541,96.532662293,food_and_non_alcoholic_beverages
185,201542,96.2723668491,food_and_non_alcoholic_beverages
186,201543,95.6175871911,food_and_non_alcoholic_beverages
187,201545,96.7008016722,food_and_non_alcoholic_beverages
188,201546,97.4982696098,food_and_non_alcoholic_beverages
189,201547,97.5476094797,food_and_non_alcoholic_beverages
190,201548,97.9300200597,food_and_non_alcoholic_beverages
191,201549,97.9369465561,food_and_non_alcoholic_beverages
192,201550,98.3036520751,food_and_non_alcoholic_beverages
193,201551,98.1354208294,food_and_non_alcoholic_beverages
194,201552,98.121165467,food_and_non_alcoholic_beverages
195,201601,97.488774375,food_and_non_alcoholic_beverages
196,201602,96.5452716604,food_and_non_alcoholic_beverages
197,201603,95.9103576897,food_and_non_alcoholic_beverages
198,201604,96.2857257605,food_and_non_alcoholic_beverages
199,201605,97.0180623273,food_and_non_alcoholic_beverages
200,201606,97.2722667033,food_and_non_alcoholic_beverages
201,201607,97.2852080485,food_and_non_alcoholic_beverages
202,201608,96.5930053053,food_and_non_alcoholic_beverages
203,201609,96.9180432791,food_and_non_alcoholic_beverages
204,201610,96.566023219,food_and_non_alcoholic_beverages
205,201611,95.6638859069,food_and_non_alcoholic_beverages
206,201612,94.838682919,food_and_non_alcoholic_beverages
207,201613,91.7578399053,food_and_non_alcoholic_beverages
208,201614,91.3509405673,food_and_non_alcoholic_beverages
209,201615,91.3973915315,food_and_non_alcoholic_beverages
210,201616,91.1779876915,food_and_non_alcoholic_beverages
211,201617,89.9991862,food_and_non_alcoholic_beverages
212,201618,90.1265122478,food_and_non_alcoholic_beverages
213,201619,91.4800805355,food_and_non_alcoholic_beverages
214,201620,92.5993424133,food_and_non_alcoholic_beverages
215,201621,92.5719486481,food_and_non_alcoholic_beverages
216,201622,92.7073509358,food_and_non_alcoholic_beverages
217,201623,92.5473519661,food_and_non_alcoholic_beverages
218,201624,92.6388696324,food_and_non_alcoholic_beverages
219,201625,92.2661238289,food_and_non_alcoholic_beverages
220,201626,92.4983280321,food_and_non_alcoholic_beverages
221,201627,92.4396264141,food_and_non_alcoholic_beverages
222,201628,92.2674913855,food_and_non_alcoholic_beverages
223,201629,92.0395240707,food_and_non_alcoholic_beverages
224,201630,92.4638538037,food_and_non_alcoholic_beverages
225,201631,92.3951843264,food_and_non_alcoholic_beverages
226,201632,92.0817506115,food_and_non_alcoholic_beverages
227,201644,46.8291999082,food_and_non_alcoholic_beverages
