,month,Chainedaverage,level
100,201546,97.5229364244,food_and_non_alcoholic_beverages
101,201548,97.9334832467,food_and_non_alcoholic_beverages
102,201550,98.2195004338,food_and_non_alcoholic_beverages
103,201552,98.121165467,food_and_non_alcoholic_beverages
104,201600,97.488774375,food_and_non_alcoholic_beverages
105,201602,96.227291026,food_and_non_alcoholic_beverages
106,201604,96.6512004222,food_and_non_alcoholic_beverages
107,201606,97.2787371607,food_and_non_alcoholic_beverages
108,201608,96.7553878016,food_and_non_alcoholic_beverages
109,201610,96.2643694542,food_and_non_alcoholic_beverages
110,201612,93.285543811,food_and_non_alcoholic_beverages
111,201614,91.3741630977,food_and_non_alcoholic_beverages
112,201616,90.5866695027,food_and_non_alcoholic_beverages
113,201618,90.8007742192,food_and_non_alcoholic_beverages
114,201620,92.5856445176,food_and_non_alcoholic_beverages
115,201622,92.6273169043,food_and_non_alcoholic_beverages
116,201624,92.452308878,food_and_non_alcoholic_beverages
117,201626,92.4689725649,food_and_non_alcoholic_beverages
118,201628,92.1534372355,food_and_non_alcoholic_beverages
119,201630,92.4295126879,food_and_non_alcoholic_beverages
120,201632,92.0817506115,food_and_non_alcoholic_beverages
121,201644,46.8291999082,food_and_non_alcoholic_beverages
