Unnamed: 0,product_name,monthday,ons_item_no,store,offer,ons_item_name,std_price,timestamp,month,week,unit_price,ML_score,item_price_num
483,HOVIS SOFT WHITE THICK BREAD 800G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",1.1,2016-11-03 06:00:11.073342,201611.0,201644.0,0.11,1.0,0.9
522,JACKSON'S YORKSHIRE'S CHAMPION WHITE BLOOMER LOAF,20161103,210111.0,WAITROSE,,"White Sliced Loaf, branded",1.75,2016-11-03 06:13:35.882790,201611.0,201644.0,0.175,1.0,1.4
557,"KINGSMILL GREAT EVERYDAY WHITE BREAD, LITTLE BIG LOAF 470G",20161103,210111.0,SAINSBURY,Only 60p: Save 15p,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.540930,201611.0,201644.0,0.13,1.0,0.6
590,KINGSMILL SOFT WHITE BREAD 400G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",1.5,2016-11-03 06:00:13.508915,201611.0,201644.0,0.15,1.0,0.6
591,KINGSMILL SOFT WHITE BREAD 400G,20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.543569,201611.0,201644.0,0.19,1.0,0.75
607,"KINGSMILL SOFT WHITE BREAD, MEDIUM SLICED 800G",20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.546006,201611.0,201644.0,0.13,1.0,1.0
623,"KINGSMILL SOFT WHITE BREAD, THICK SLICED 800G",20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.548467,201611.0,201644.0,0.13,1.0,1.0
639,KINGSMILL SOFT WHITE MEDIUM 800G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",1.0,2016-11-03 06:00:11.081323,201611.0,201644.0,0.1,1.0,0.8
655,KINGSMILL SOFT WHITE THICK BREAD 800G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",1.0,2016-11-03 06:00:13.506881,201611.0,201644.0,0.1,1.0,0.8
671,"KINGSMILL WHITE BREAD, NO CRUSTS 400G",20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.551022,201611.0,201644.0,0.3,1.0,1.2
687,KINGSMILL WHITE FARMHOUSE BREAD 800G,20161103,210111.0,SAINSBURY,Only £1.20: Save 15p,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.553518,201611.0,201644.0,0.17,1.0,1.35
732,POPPY SEED BLOOMER 400G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",1.8,2016-11-03 06:00:15.658126,201611.0,201644.0,0.18,1.0,0.7
748,POPPY SEED BLOOMER 800G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",1.3,2016-11-03 06:00:15.653021,201611.0,201644.0,0.13,1.0,1.0
764,POPPY SEED BLOOMER SLICED 400G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",1.8,2016-11-03 06:00:15.660170,201611.0,201644.0,0.18,1.0,0.7
780,POPPY SEED BLOOMER SLICED 800G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",1.3,2016-11-03 06:00:15.662165,201611.0,201644.0,0.13,1.0,1.0
796,SAINSBURY'S WHITE BLOOMER 400G,20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.556029,201611.0,201644.0,0.19,1.0,0.75
812,SAINSBURY'S WHITE BLOOMER 800G,20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.558507,201611.0,201644.0,0.13,1.0,1.0
828,"SAINSBURY'S WHITE BREAD, MEDIUM SLICED 800G",20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.560916,201611.0,201644.0,0.06,1.0,0.45
844,SAINSBURY'S WHITE POPPY SEED BLOOMER 400G,20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.563446,201611.0,201644.0,0.19,1.0,0.75
860,SAINSBURY'S WHITE POPPY SEED BLOOMER 800G,20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.565891,201611.0,201644.0,0.13,1.0,1.0
876,SAINSBURY'S WHITE SESAME SEED BLOOMER 400G,20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.568331,201611.0,201644.0,0.19,1.0,0.75
892,SAINSBURY'S WHITE SESAME SEED BLOOMER 800G,20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.570809,201611.0,201644.0,0.13,1.0,1.0
908,"SAINSBURY'S WHITE SLICED BREAD, BASICS 800G",20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.573236,201611.0,201644.0,0.05,1.0,0.4
924,"SAINSBURY'S WHITE SLICED BREAD, THICK SLICED 800G",20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.575741,201611.0,201644.0,0.06,1.0,0.45
940,"SAINSBURY'S WHITE TOASTIE BREAD, EXTRA THICK SLICED 800G",20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.578189,201611.0,201644.0,0.06,1.0,0.45
956,SCHAR WHITE WHOLESOME LOAF 300G,20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:17.904994,201611.0,201644.0,0.83,1.0,2.5
969,SOFT WHITE SLICED BATCH 600G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",1.4,2016-11-03 06:00:15.656078,201611.0,201644.0,0.14,1.0,0.85
1060,TESCO EVERYDAY VALUE SLICED WHITE BREAD 800G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",0.5,2016-11-03 06:00:11.115365,201611.0,201644.0,0.05,1.0,0.4
1076,TESCO ORGANIC WHITE BLOOMER 400G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",2.0,2016-11-03 06:00:13.561819,201611.0,201644.0,0.2,1.0,0.8
1092,TESCO SOFT WHITE BATCH 600G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",1.4,2016-11-03 06:00:13.565941,201611.0,201644.0,0.14,1.0,0.85
1102,TESCO STAY FRESH WHITE MEDIUM BREAD 800G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",0.7,2016-11-03 06:00:11.104495,201611.0,201644.0,0.07,1.0,0.55
1118,TESCO TOASTIE BREAD 400G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",1.1,2016-11-03 06:00:13.551529,201611.0,201644.0,0.11,1.0,0.45
1134,TESCO WHITE BREAD 440G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",1.0,2016-11-03 06:00:13.549411,201611.0,201644.0,0.1,1.0,0.45
1150,TESCO WHITE FARMHOUSE 800G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",0.9,2016-11-03 06:00:13.541209,201611.0,201644.0,0.09,1.0,0.75
1166,TESCO WHITE MEDIUM BREAD 800G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",0.6,2016-11-03 06:00:11.106579,201611.0,201644.0,0.06,1.0,0.5
1184,TESCO WHITE TOASTIE THICK 800G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",0.6,2016-11-03 06:00:11.079327,201611.0,201644.0,0.06,1.0,0.5
1220,TIGER BLOOMER 400G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",1.8,2016-11-03 06:00:11.123592,201611.0,201644.0,0.18,1.0,0.7
1236,TIGER BLOOMER 800G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",1.3,2016-11-03 06:00:11.110614,201611.0,201644.0,0.13,1.0,1.0
1252,TIGER CHEESE BLOOMER 800G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",1.3,2016-11-03 06:00:15.646908,201611.0,201644.0,0.13,1.0,1.0
1268,TIGER LOAF SLICED 400G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",1.8,2016-11-03 06:00:13.524152,201611.0,201644.0,0.18,1.0,0.7
1284,TIGER LOAF SLICED 800G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",1.3,2016-11-03 06:00:11.117430,201611.0,201644.0,0.13,1.0,1.0
1300,WAITROSE SOFT WHITE FARMHOUSE BATCH,20161103,210111.0,WAITROSE,,"White Sliced Loaf, branded",1.69,2016-11-03 06:13:35.940912,201611.0,201644.0,0.169,1.0,1.35
1316,WAITROSE SOFT WHITE MEDIUM SLICED,20161103,210111.0,WAITROSE,,"White Sliced Loaf, branded",1.25,2016-11-03 06:13:35.936267,201611.0,201644.0,0.125,1.0,1.0
1332,WAITROSE THICK SLICED SOFT WHITE FARMHOUSE,20161103,210111.0,WAITROSE,,"White Sliced Loaf, branded",1.56,2016-11-03 06:13:35.938612,201611.0,201644.0,0.156,1.0,1.25
1348,WARBURTONS BLACKPOOL MILK ROLL 400G,20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.580653,201611.0,201644.0,0.21,1.0,0.85
1364,WARBURTONS B/POOL MILK ROLL SLICED WHITE BREAD ...,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",2.0,2016-11-03 06:00:13.526152,201611.0,201644.0,0.2,1.0,0.8
1394,WARBURTONS CRUSTY WHITE BREAD 400G,20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.583134,201611.0,201644.0,0.2,1.0,0.8
1410,WARBURTONS DANISH SLICED WHITE BREAD 400G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",2.0,2016-11-03 06:00:11.119470,201611.0,201644.0,0.2,1.0,0.8
1426,"WARBURTONS DANISH WHITE BREAD, SLICED 400G",20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.585627,201611.0,201644.0,0.2,1.0,0.8
1445,WARBURTONS FARMHOUSE WHITE BREAD 800G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",1.6,2016-11-03 06:00:11.077327,201611.0,201644.0,0.16,1.0,1.25
1461,WARBURTONS GLUTEN FREE CLASSIC WHITE LOAF 400G,20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.588196,201611.0,201644.0,0.88,1.0,3.5
1477,WARBURTONS MEDIUM SLICED WHITE BREAD,20161103,210111.0,WAITROSE,,"White Sliced Loaf, branded",1.25,2016-11-03 06:13:35.880105,201611.0,201644.0,0.125,1.0,1.0
1495,WARBURTONS MEDIUM SLICED WHITE BREAD 800G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",1.3,2016-11-03 06:00:11.075364,201611.0,201644.0,0.13,1.0,1.0
1511,WARBURTONS OLD ENGLISH WHITE BREAD 400G,20161103,210111.0,SAINSBURY,Only £1.10: Save 30p,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.590756,201611.0,201644.0,0.27,1.0,1.1
1527,"WARBURTONS ORIGINAL SOFT WHITE LOAF, FARMHOUSE 400G",20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.593349,201611.0,201644.0,0.2,1.0,0.8
1543,"WARBURTONS ORIGINAL SOFT WHITE LOAF, FARMHOUSE 800G",20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.595867,201611.0,201644.0,0.18,1.0,1.45
1559,WARBURTONS SOFT WHITE SLICED FARMHOUSE BREAD,20161103,210111.0,WAITROSE,,"White Sliced Loaf, branded",1.56,2016-11-03 06:13:35.889762,201611.0,201644.0,0.156,1.0,1.25
1575,WARBURTONS THICK SLICED WHITE TOASTIE BREAD,20161103,210111.0,WAITROSE,,"White Sliced Loaf, branded",1.25,2016-11-03 06:13:35.885069,201611.0,201644.0,0.125,1.0,1.0
1591,WARBURTONS TOASTIE SLICED WHITE BREAD 400G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",2.0,2016-11-03 06:00:11.102489,201611.0,201644.0,0.2,1.0,0.8
1611,WARBURTONS TOASTIE SLICED WHITE BREAD 800G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",1.3,2016-11-03 06:00:11.059885,201611.0,201644.0,0.13,1.0,1.0
1627,"WARBURTONS WEIGHT WATCHERS MALTED BREAD, DANISH SLICED 400G",20161103,210111.0,SAINSBURY,Only 60p: Save 20p,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.598426,201611.0,201644.0,0.2,1.0,0.8
1643,WARBURTONS WEIGHTWATCHERS WHITE DANISH 400G,20161103,210111.0,SAINSBURY,Only 60p: Save 20p,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:14.600979,201611.0,201644.0,0.2,1.0,0.8
1659,"WARBURTONS WHITE BREAD, MEDIUM SLICED 400G",20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:17.892187,201611.0,201644.0,0.2,1.0,0.8
1675,"WARBURTONS WHITE BREAD, MEDIUM SLICED 800G",20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:17.895105,201611.0,201644.0,0.13,1.0,1.0
1691,"WARBURTONS WHITE SLICED BREAD, TOASTIE 800G",20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:17.897612,201611.0,201644.0,0.13,1.0,1.0
1707,WARBURTONS WHITE SLICED THICKEST BREAD 800G,20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:17.900078,201611.0,201644.0,0.13,1.0,1.0
1723,"WARBURTONS WHITE TOASTIE BREAD, SLICED 400G",20161103,210111.0,SAINSBURY,,"White Sliced Loaf, branded",0.0,2016-11-03 06:04:17.902608,201611.0,201644.0,0.2,1.0,0.8
1758,WHITE FARMHOUSE 800G,20161103,210111.0,TESCO,,"White Sliced Loaf, branded",1.3,2016-11-03 06:00:13.563894,201611.0,201644.0,0.13,1.0,1.0
26,"ALLINSON WHOLEMEAL BATCH BREAD, MEDIUM SLICED 800G",20161103,210113.0,SAINSBURY,,"Wholemeal Sliced Loaf, branded",0.0,2016-11-03 06:04:50.535692,201611.0,201644.0,0.19,1.0,1.5
42,ALLINSON WHOLEMEAL BREAD 400G,20161103,210113.0,SAINSBURY,,"Wholemeal Sliced Loaf, branded",0.0,2016-11-03 06:04:50.538577,201611.0,201644.0,0.2,1.0,0.8
58,ALLINSON WHOLEMEAL BREAD LOAF 800G,20161103,210113.0,TESCO,,"Wholemeal Sliced Loaf, branded",1.3,2016-11-03 06:00:10.871158,201611.0,201644.0,0.13,1.0,1.0
74,BFREE BROWN SEEDED LOAF 400G,20161103,210113.0,SAINSBURY,,"Wholemeal Sliced Loaf, branded",0.0,2016-11-03 06:04:50.540984,201611.0,201644.0,0.75,1.0,3.0
90,CRANKS WHOLEMEAL ORGANIC BREAD 800G,20161103,210113.0,SAINSBURY,,"Wholemeal Sliced Loaf, branded",0.0,2016-11-03 06:04:50.543448,201611.0,201644.0,0.18,1.0,1.45
106,ESSENTIAL WAITROSE THIN SLICED BROWN BREAD,20161103,210113.0,WAITROSE,,"Wholemeal Sliced Loaf, branded",0.56,2016-11-03 06:14:44.502386,201611.0,201644.0,0.056,1.0,0.45
122,ESSENTIAL WAITROSE WHOLEMEAL MEDIUM SLICED BREAD,20161103,210113.0,WAITROSE,,"Wholemeal Sliced Loaf, branded",0.56,2016-11-03 06:14:44.485759,201611.0,201644.0,0.056,1.0,0.45
138,FINEST WHOLEMEAL WITH WHEATGERM COB,20161103,210113.0,TESCO,,"Wholemeal Sliced Loaf, branded",1.25,2016-11-03 06:00:10.889852,201611.0,201644.0,1.25,1.0,1.0
154,HI-LO LOAF,20161103,210113.0,SAINSBURY,,"Wholemeal Sliced Loaf, branded",0.0,2016-11-03 06:04:50.545877,201611.0,201644.0,0.43,1.0,1.7
179,HOVIS FARMHOUSE WHOLEMEAL,20161103,210113.0,WAITROSE,,"Wholemeal Sliced Loaf, branded",1.25,2016-11-03 06:14:44.500043,201611.0,201644.0,0.125,1.0,1.0
195,HOVIS FARMHOUSE WHOLEMEAL 800G,20161103,210113.0,TESCO,,"Wholemeal Sliced Loaf, branded",1.3,2016-11-03 06:00:13.437583,201611.0,201644.0,0.13,1.0,1.0
211,HOVIS FARMHOUSE WHOLEMEAL BREAD 800G,20161103,210113.0,SAINSBURY,,"Wholemeal Sliced Loaf, branded",0.0,2016-11-03 06:04:50.548323,201611.0,201644.0,0.18,1.0,1.4
227,HOVIS MEDIUM SLICED WHOLEMEAL BREAD 400G,20161103,210113.0,TESCO,,"Wholemeal Sliced Loaf, branded",1.9,2016-11-03 06:00:10.856118,201611.0,201644.0,0.19,1.0,0.75
243,HOVIS NIMBLE WHOLEMEAL BREAD 400G,20161103,210113.0,SAINSBURY,,"Wholemeal Sliced Loaf, branded",0.0,2016-11-03 06:04:50.551356,201611.0,201644.0,0.19,1.0,0.75
259,HOVIS NIMBLE WHOLEMEAL SLICED LOAF 400G,20161103,210113.0,TESCO,,"Wholemeal Sliced Loaf, branded",1.9,2016-11-03 06:00:10.875309,201611.0,201644.0,0.19,1.0,0.75
286,HOVIS ORIGINAL WHEATGERM BREAD 400G,20161103,210113.0,TESCO,,"Wholemeal Sliced Loaf, branded",1.9,2016-11-03 06:00:10.887789,201611.0,201644.0,0.19,1.0,0.75
302,HOVIS SEED SENSATIONS SOFT GRANARY 800G,20161103,210113.0,SAINSBURY,,"Wholemeal Sliced Loaf, branded",0.0,2016-11-03 06:04:50.553783,201611.0,201644.0,0.18,1.0,1.45
318,HOVIS SOFT GRANARY BATCH BREAD 400G,20161103,210113.0,SAINSBURY,,"Wholemeal Sliced Loaf, branded",0.0,2016-11-03 06:04:50.556241,201611.0,201644.0,0.21,1.0,0.85
353,HOVIS WHEATGERM BREAD 400G,20161103,210113.0,SAINSBURY,,"Wholemeal Sliced Loaf, branded",0.0,2016-11-03 06:04:50.558719,201611.0,201644.0,0.19,1.0,0.75
369,HOVIS WHOLEMEAL AND SPELT 750G,20161103,210113.0,TESCO,,"Wholemeal Sliced Loaf, branded",1.3,2016-11-03 06:00:13.457274,201611.0,201644.0,0.13,1.0,1.0
385,HOVIS WHOLEMEAL BREAD 400G,20161103,210113.0,SAINSBURY,,"Wholemeal Sliced Loaf, branded",0.0,2016-11-03 06:04:50.561155,201611.0,201644.0,0.18,1.0,0.7
401,"HOVIS WHOLEMEAL BREAD, MEDIUM SLICED 800G",20161103,210113.0,SAINSBURY,,"Wholemeal Sliced Loaf, branded",0.0,2016-11-03 06:04:50.563839,201611.0,201644.0,0.13,1.0,1.0
417,HOVIS WHOLEMEAL BREAD MEDIUM SLICED BREAD,20161103,210113.0,WAITROSE,,"Wholemeal Sliced Loaf, branded",1.13,2016-11-03 06:14:44.483408,201611.0,201644.0,0.113,1.0,0.9
433,"HOVIS WHOLEMEAL BREAD, THICK SLICED 800G",20161103,210113.0,SAINSBURY,,"Wholemeal Sliced Loaf, branded",0.0,2016-11-03 06:04:50.566274,201611.0,201644.0,0.13,1.0,1.0
450,HOVIS WHOLEMEAL MEDIUM BREAD 800G,20161103,210113.0,TESCO,,"Wholemeal Sliced Loaf, branded",1.1,2016-11-03 06:00:10.835833,201611.0,201644.0,0.11,1.0,0.9
466,HOVIS WHOLEMEAL & TASTY SPELT,20161103,210113.0,WAITROSE,,"Wholemeal Sliced Loaf, branded",1.53,2016-11-03 06:14:44.504747,201611.0,201644.0,0.153,1.0,1.15
482,HOVIS WHOLEMEAL THICK,20161103,210113.0,WAITROSE,,"Wholemeal Sliced Loaf, branded",1.13,2016-11-03 06:14:44.488135,201611.0,201644.0,0.113,1.0,0.9
499,HOVIS WHOLEMEAL THICK BREAD 800G,20161103,210113.0,TESCO,,"Wholemeal Sliced Loaf, branded",1.1,2016-11-03 06:00:10.851842,201611.0,201644.0,0.11,1.0,0.9
515,JACKSON'S YORKSHIRE CHAMPION BREAD BROWN BLOOMER,20161103,210113.0,WAITROSE,,"Wholemeal Sliced Loaf, branded",1.75,2016-11-03 06:14:44.490536,201611.0,201644.0,0.175,1.0,1.4
542,KINGSMILL GREAT EVERYDAY TASTY WHOLEMEAL THICK ...,20161103,210113.0,TESCO,,"Wholemeal Sliced Loaf, branded",1.0,2016-11-03 06:00:13.429225,201611.0,201644.0,0.1,1.0,0.8
558,"KINGSMILL GREAT EVERYDAY WHOLEMEAL BREAD, MEDIUM SLICED 800G",20161103,210113.0,SAINSBURY,,"Wholemeal Sliced Loaf, branded",0.0,2016-11-03 06:04:50.568743,201611.0,201644.0,0.13,1.0,1.0
591,KINGSMILL TASTY WHOLEMEAL BREAD 400G,20161103,210113.0,TESCO,,"Wholemeal Sliced Loaf, branded",1.5,2016-11-03 06:00:10.881564,201611.0,201644.0,0.15,1.0,0.6
592,KINGSMILL TASTY WHOLEMEAL BREAD 400G,20161103,210113.0,SAINSBURY,,"Wholemeal Sliced Loaf, branded",0.0,2016-11-03 06:04:50.571227,201611.0,201644.0,0.19,1.0,0.75
608,"KINGSMILL TASTY WHOLEMEAL BREAD, LITTLE BIG LOAF 470G",20161103,210113.0,SAINSBURY,Only 60p: Save 15p,"Wholemeal Sliced Loaf, branded",0.0,2016-11-03 06:04:50.573656,201611.0,201644.0,0.13,1.0,0.6
624,"KINGSMILL TASTY WHOLEMEAL BREAD, THICK SLICED 800G",20161103,210113.0,SAINSBURY,,"Wholemeal Sliced Loaf, branded",0.0,2016-11-03 06:04:50.576254,201611.0,201644.0,0.13,1.0,1.0
640,KINGSMILL TASTY WHOLEMEAL MEDIUM BREAD 800G,20161103,210113.0,TESCO,,"Wholemeal Sliced Loaf, branded",1.0,2016-11-03 06:00:10.858295,201611.0,201644.0,0.1,1.0,0.8
656,KINGSMILL TASTY WHOLEMEAL NO CRUSTS 400G,20161103,210113.0,SAINSBURY,,"Wholemeal Sliced Loaf, branded",0.0,2016-11-03 06:04:50.578745,201611.0,201644.0,0.3,1.0,1.2
672,MALTED GRAIN LOAF 400G,20161103,210113.0,TESCO,,"Wholemeal Sliced Loaf, branded",1.8,2016-11-03 06:00:13.455197,201611.0,201644.0,0.18,1.0,0.7
